hierarchylevel,community_unit_uid,community_code,community_unit,link_facility_name,link_facility_uid,link_facility_code,ward,ward_code,subcounty,subcounty_code,county,county_code,country
6,ZA4KaeyLk9q,700955,Boroko Community Health Unit,Isamwera Dispensary,omj3gtbrF22,16425,Bomariba Ward,KE_Ward_1301,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,ZcP18yfzklw,703910,Keboye B,Entanke Dispensary,coUfCZcj3eN,16424,Bomariba Ward,KE_Ward_1301,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,w3A75cK8S9A,703871,Bomariba B Community Health Unit,Nyamagundo sub county hospital,kNz883gc5n8,13892,Bomariba Ward,KE_Ward_1301,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,xyEMIUsDpki,705735,Bomokora A community health unit,Iyabe Sub County Hospital,oCSNlBnL6p2,13631,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,Mw8iBL02syc,703870,Boroko B Community Health Unit,Isamwera Dispensary,omj3gtbrF22,16425,Bomariba Ward,KE_Ward_1301,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,KZnXgIE4Ak2,703872,Bomakombi B,Riotanchi Health Centre,ZyVu64QtPyq,14054,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,k4q3VL4X3co,,nyamwari community unit,Nyamagiri Dispensary,y47SsCXNr4i,16878,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,IlUIYGA0R95,600073,Bogita Community Health Unit,Riana Health Centre,PduUv9FH59L,14045,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,L6S75uMdufd,703905,Bomwanda B,Kiaruta Dispensary,bcUwAhP3wRu,13685,Bogiakumu Ward,KE_Ward_1302,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,m3InzgNW4AB,700957,Keboye Community Health Unit,Entanke Dispensary,coUfCZcj3eN,16424,Bomariba Ward,KE_Ward_1301,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,vyctt56Ci2H,704246,Bonyanchaire B,Riotanchi Health Centre,ZyVu64QtPyq,14054,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,Fe79V9ndGta,600074,Bokeire Community Health Unit,Bitare Dispensary,aZCS6UZRpdL,13502,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,ZmaTmscbCvt,600077,Bonyanchaire Community Health Unit,Riotanchi Health Centre,ZyVu64QtPyq,14054,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,mFvCOEOkBLo,600076,Bomwanda Community Health Unit,Kiaruta Dispensary,bcUwAhP3wRu,13685,Bogiakumu Ward,KE_Ward_1302,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,tI7kOek66wx,600075,Bomariba Community Health Unit,Nyamagundo sub county hospital,kNz883gc5n8,13892,Bomariba Ward,KE_Ward_1301,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,NMVMi4GxlDu,700954,Bonyaoro Community Health Unit,Riotanchi Health Centre,ZyVu64QtPyq,14054,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,iDgmAwSsz6r,704306,Bomokora B,Iyabe Sub County Hospital,oCSNlBnL6p2,13631,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,s3hgghQ2z8F,704254,Bonyando B,Oroche Dispensary,fjQDkluQIse,13992,Bogiakumu Ward,KE_Ward_1302,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,BFapiw4bokr,700953,Bogiakumu A Community Health Unit,Gesuguri Dispensary,beSdaPe8i3e,13560,Bogiakumu Ward,KE_Ward_1302,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,hy3NHXmRDOg,700959,Bogiakumu B Community health Unit,Nyabioto Dispensary,UA0iSIHHIpp,16423,Bogiakumu Ward,KE_Ward_1302,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,D4bLHWZdKs8,704251,Nyamwari B,Nyamagiri Dispensary,y47SsCXNr4i,16878,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,UBzFGtNChXx,600078,Bonyando Community Health Unit,Oroche Dispensary,fjQDkluQIse,13992,Bogiakumu Ward,KE_Ward_1302,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,OFF5999UA5R,,bomokora community unit,Iyabe Sub County Hospital,oCSNlBnL6p2,13631,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,ZL80N6Bunwa,705734,Nyamwari Community Health Unit,Nyamagiri Dispensary,y47SsCXNr4i,16878,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,VIVovjHBdbV,703901,Bonyaoro B,Riotanchi Health Centre,ZyVu64QtPyq,14054,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,KHgKZPCGTOK,700956,Bomwancha Community Health Unit,Ekerubo Dispensary,o2cCZrctDcB,16422,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,IqD9XsKlzZE,700958,Bomakombi Community Health unit,Riotanchi Health Centre,ZyVu64QtPyq,14054,Bomorenda Ward,KE_Ward_1303,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,l20f4GZzsbn,704250,Bogitaa B,Riana Health Centre,PduUv9FH59L,14045,Riana Ward,KE_Ward_1304,Bonchari Sub County,KE_SubCounty_3061,Kisii County,KE_County_45,Kenya
6,CChGEi1dtmc,600015,Nyaguda Community Health Unit,Nyaguda Health Center,NETZipsOma4,13877,South Sakwa Ward,KE_Ward_1266,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,hBTQKGKaA1z,600012,Maranda  Community Health Unit,Kambajo Dispensary,cgGKqOQ5YLB,13651,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,DiDMYhkrTyk,600026,Uyawi Community Health Unit,Uyawi Sub County Hospital,pdEPFrsSUIf,14165,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,YzEYO67AEMt,600008,Got Agulu Community Health Unit,Got Agulu Sub-District Hospital,DVnHWnAZOjR,13588,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,AoLmXuTI0cP,600011,Mahanga Community Health Unit,Mageta Health Centre,gpUX2gUBsc9,13750,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,ZQF6obTaSsY,707002,Got Agulu B,Got Agulu Sub-District Hospital,DVnHWnAZOjR,13588,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,NBjmzdgySSs,706893,NYAWITA B,Bondo County Referral Hospital,Z6fKUbscAbZ,13507,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,cZHgB1rJ7Nr,600025,Usire Community Health Unit,Kambajo Dispensary,cgGKqOQ5YLB,13651,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,hrtwD3BucH4,600024,Usigu Community Health Unit,Usigu Health Centre,Iya3kdsvW1A,14164,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,WFPkFRwHFkz,600016,Nyamonye Community Health Unit,Ogam Dispensary,JRvC1h1WCBh,13961,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,Y3eiKJ6MtRQ,600014,Ndeda Oyamo Community Health Unit,Ndeda Dispensary,kIkn9YIz4Qj,13839,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,SirkftfBvM4,600020,Othatch Community Health Unit,Othach Dispensary,O1VQBaVQvat,14000,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,wEw2MOveBDd,706895,NYAWITA B,Bondo County Referral Hospital,Z6fKUbscAbZ,13507,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,j8oi2ope1DS,,Ndenda/Oyamo B Community Unit,Ndeda Dispensary,kIkn9YIz4Qj,13839,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,tu0MkKvn3qv,600023,Usenge A Community Health Unit,Usenge Dispensary,U0QSt0gU4Am,14163,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,lWP4DY5ZawO,600017,Nyangoma A Community Health Unit,Rapogi Dispensary,P0LyDgAJFYJ,23441,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,Aql2TRq3HWf,600010,Kapiyo Community Health Unit,Kapiyo Health Centre,nw9YVA9Tx6R,13655,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,XUiysfiFuNO,600002,Ajigo Community Health Unit,Gobei Health Centre,APRSsUJAVrP,13581,North Sakwa Ward,KE_Ward_1265,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,hypSqwpw7C1,707033,UYAWI B,Uyawi Sub County Hospital,pdEPFrsSUIf,14165,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,Ph4pEeJhc2B,600001,Abom Community Health Unit,Mawere Dispensary,q2YkoU00i0A,13796,North Sakwa Ward,KE_Ward_1265,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,UHhNS8Sdjeo,600005,Barkowino Community Health Unit,Bondo County Referral Hospital,Z6fKUbscAbZ,13507,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,V92tUnreFxN,707032,USENGE C,Nyenye Misori Dispensary,dSXVo1RmpPp,13948,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,P6bVi0wtaOo,600022,Pala Community Health Unit,Got Matar Health Centre,LUgqcwSvTS4,13590,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,sY8LhkWZXW6,600007,Got Abiero Community Health Unit,Ouya Dispensary,xHrYMm0ZsQu,14005,South Sakwa Ward,KE_Ward_1266,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,B1JC6XTLv5o,,Usenge B Community Unit,Usenge Dispensary,U0QSt0gU4Am,14163,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,iff0xKuMiPk,600019,Nyawita Community Health Unit,Bondo County Referral Hospital,Z6fKUbscAbZ,13507,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,e0Fghm8rbYs,600027,West Migwena Community Health Unit,Mabinju Dispensary,PJpy4XMrHPm,13743,South Sakwa Ward,KE_Ward_1266,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,VhQPth5NpNs,707031,USENGE D,Nyenye Misori Dispensary,dSXVo1RmpPp,13948,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,l4NR5kgMRRQ,706998,USENGE B,Usenge Dispensary,U0QSt0gU4Am,14163,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,x04Br4mDol0,600201,Wangaya 1 Community Health Unit,Nyang'oma Mission Health Centre,C3hcs594UwF,13929,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,Ynf9DzgeBAh,706894,NYAWITA B,Bondo County Referral Hospital,Z6fKUbscAbZ,13507,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,VgLPt9InQat,706997,NYAGUDA B,Nyaguda Health Center,NETZipsOma4,13877,South Sakwa Ward,KE_Ward_1266,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,hjBehjJlAQb,600003,Barchando Community Health Unit,Gobei Health Centre,APRSsUJAVrP,13581,North Sakwa Ward,KE_Ward_1265,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,Jf1bB4y663u,707000,AJIGO B,Gobei Health Centre,APRSsUJAVrP,13581,North Sakwa Ward,KE_Ward_1265,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,ueoF4Epu2tb,707001,Nyamonye B,Ogam Dispensary,JRvC1h1WCBh,13961,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,whor1AvaeeB,600006,East Migwena Community Health Unit,Anyuongi Dispensary,Tkgo1tPTOv2,13482,South Sakwa Ward,KE_Ward_1266,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,AprnOO3Oikr,600009,Got Ramogi Community Health Unit,Radier Dispensary,JcrbB7yUiAC,14023,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,yDExqN0iWwt,600018,Nyangoma B Community Health Unit,Serawongo Dispensary,TvQQht1n3MH,14077,Central Sakwa Ward,KE_Ward_1268,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,NHIxYjDnJVX,600004,Bar Kanyango Community Health Unit,Ulungo Dispensary,i7fRWb47rxA,14158,Yimbo East Ward,KE_Ward_1178,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,gEB0Jy4Lugm,707030,BAR KOWINO B,Bondo County Referral Hospital,Z6fKUbscAbZ,13507,West Sakwa Ward,KE_Ward_1267,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,lggYnA0L9zE,600013,Mitundu Community Health Unit,Mageta Health Centre,gpUX2gUBsc9,13750,West Yimbo Ward,KE_Ward_1175,Bondo Sub County,KE_SubCounty_3201,Siaya County,KE_County_41,Kenya
6,RAcgFw2Ynde,708648,Nsicha Community Health Unit,Endiba Health Centre,ZQT01wKQqiS,13544,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,at2ZOK263E0,708653,Nyankono Community Health Unit,Nyankongo Dispensary,fHA00Eimrst,26432,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,ood8poxthBj,602919,Endemu Community Health Unit,Mecheo Dispensary,r003lM7ULWV,13800,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,fktvpjzAYeO,600031,Matutu Community Health Unit,Nyandoche Ibere Dispensary,sAf3Y4aI3zy,13922,Nyansiongo Ward,KE_Ward_1364,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,EZk7bou4YYN,708656,Getare Community Health Unit,Nyankongo Dispensary,fHA00Eimrst,26432,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,NLesPn9XwUp,600030,Manga Raitigo Community Health Unit,Chepngombe Health Centre,jVfleNBXcwG,13523,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,fBuyRunoKGq,708655,Amatierio Community Health Unit,Amatierio Health Centre,R6OvNgtymXw,13475,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,YVyC3bgB8EF,708659,Kerumbe Community Health Unit,Kerumbe Dispensary,sDUKRZ8adP3,16868,Mekenene Ward,KE_Ward_1362,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,lCqbUf0SBcO,,Nyaramba Community Unit,Endiba Health Centre,ZQT01wKQqiS,13544,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,w7l3gwZHPLv,700308,Mogusii Community Health Unit,Mwongori Dispensary,eEVi7Ji3nke,13836,Mekenene Ward,KE_Ward_1362,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,unQHfFTDBQ9,700306,Township Community Health Unit,Kijauri Sub County Hospital,toOGtwnm0oz,13692,Nyansiongo Ward,KE_Ward_1364,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,XwtZiMeOKPV,600028,Ekerubo Community Health Unit,Kahawa Dispensary,FYFa6uKr7mQ,13645,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,asaWHaQ6mnT,708649,Kitaru Community Health Unit,Mokomoni Health Centre,IbIpYe5FyiE,13820,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,Je1ra3GWoef,,Chepng'ombe Community Unit,Chepngombe Health Centre,jVfleNBXcwG,13523,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,kZPBjmj3SHP,700569,Mokomoni Community Health Unit,Mokomoni Health Centre,IbIpYe5FyiE,13820,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,nxMw28IRPR5,600032,Mwongori Community Health Unit,Mwongori Dispensary,eEVi7Ji3nke,13836,Mekenene Ward,KE_Ward_1362,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,vKot8nQQ2us,602920,Matunwa Community Health Unit,Mecheo Dispensary,r003lM7ULWV,13800,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,GGC7ABmAv4g,700567,Manga Community Health Unit,Chepngombe Health Centre,jVfleNBXcwG,13523,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,MPLohrb0Nrg,708652,Omonono Community Health Unit,Eturungi Dispensary,Osignver8oc,24802,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,ED6KWE1SI09,708650,Kitaru Community Health Unit,Mokomoni Health Centre,IbIpYe5FyiE,13820,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,zevR5qvbP4y,708658,Kineni Community Health Unit,Kineni Dispensary,PKjDudRnOeJ,13695,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,oCKbQBIedHY,600029,Isoge Community Health Unit,Isoge Health Centre,aqfZGfHVbn2,13626,Esise Ward,KE_Ward_1365,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,DSky5SPuJh8,708651,Nyangoge Community Health Unit,Endiba Health Centre,ZQT01wKQqiS,13544,Kiabonyoru Ward,KE_Ward_1363,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,d6tqZLrMYMl,708657,Keginga Community Health Unit,Rigoko Dispensary,Fth3AJnMdn9,14050,Nyansiongo Ward,KE_Ward_1364,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,ZY4T7UQwKpO,600033,Tindereti Community Health Unit,Tindereti Dispensary,r3d8BgiWRyz,14145,Nyansiongo Ward,KE_Ward_1364,Borabu Sub County,KE_SubCounty_3179,Nyamira County,KE_County_46,Kenya
6,mRke4KUsJgZ,701329,Kisawayi A Community Health Unit,Miluki Dispensary,Myq1ZTOEgEg,16019,Siboti Ward,KE_Ward_1095,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,KB3ajdlNbSM,600527,Bumula  A  Community Health Unit,Bumula Sub County Hospital,Gci6fQrejup,15825,Bumula Ward,KE_Ward_1090,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,TeAmiuvmdu7,701340,Lumboka C Community Health Unit,Lunakwe Dispensary,VGOG2ml1lCH,20156,South Bukusu Ward,KE_Ward_1089,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,PkxG4rZid13,600532,Machwele Community Health Unit,Machwele Dispensary,tNO45kPRfaQ,15984,West Bukusu Ward,KE_Ward_1094,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,ig9aMGtKrR1,600530,Kibuke Community Health Unit,Kibuke Dispensary,T9Z9ITASXzK,15944,West Bukusu Ward,KE_Ward_1094,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,fWPlmYOqAF1,602821,Mabusi A Community Health Unit,Nasianda Health Centre,HvI2Xv1NM4G,16075,Bumula Ward,KE_Ward_1090,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,dgCxh7jdldb,701345,Mungore Community Health Unit,Khasoko Health Centre,OwaQqvBExjF,15935,Khasoko Ward,KE_Ward_1091,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,iLZy26olGrz,701323,Naburereya Community Health Unit,Kabula  Health Centre,S1i3cmxCbgX,15912,Kabula Ward,KE_Ward_1092,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,lvcXrgnCgcd,701338,Lumboka B Community Health Unit,Lunakwe Dispensary,VGOG2ml1lCH,20156,South Bukusu Ward,KE_Ward_1089,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,tNFytZeTXTG,701332,Bitobo A  Community Health Unit,Kimaeti Health centre,XbRB4QvjEBy,15947,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,FF5LW9lIqiO,600531,Kimatuni Community Health Unit,Nasianda Health Centre,HvI2Xv1NM4G,16075,Bumula Ward,KE_Ward_1090,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,RwOVJbL7EeX,701319,Watoya A  Community Health Unit,Kabula  Health Centre,S1i3cmxCbgX,15912,Kabula Ward,KE_Ward_1092,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,ipXK5ynfI7i,701347,Kisawayi B Community Health Unit,Miluki Dispensary,Myq1ZTOEgEg,16019,Siboti Ward,KE_Ward_1095,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,kEJo8FD6CDF,701333,Bitobo B Community Health Unit,Kimaeti Health centre,XbRB4QvjEBy,15947,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,goYlP6uAwUv,701335,Nakhwana B Community Health Unit,Kimaeti Health centre,XbRB4QvjEBy,15947,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,ORKRs514F2A,701331,Khasolo B Community Health Unit,Kitabisi Dispensary,mVLhP3ckM6H,21943,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,S4gkjQqwAAW,,Watoya B Community Unit,Talitia Dispensary,MMt233V3ZHG,21608,Kabula Ward,KE_Ward_1092,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,hYYkpUWKCY5,,Ng'oli Community Unit,Machwele Dispensary,tNO45kPRfaQ,15984,West Bukusu Ward,KE_Ward_1094,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,Feq8K9vNfTk,600533,Mukwa A Community Health Unit,Miluki Dispensary,Myq1ZTOEgEg,16019,Siboti Ward,KE_Ward_1095,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,ua2DVd1B9ID,701315,Bumula B Community Health Unit,Bumula Sub County Hospital,Gci6fQrejup,15825,Bumula Ward,KE_Ward_1090,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,XZ2UDXtSfkz,,Muanda B Community Unit,Muanda Dispensary,BvVwFPBn206,21481,South Bukusu Ward,KE_Ward_1089,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,bu135rq5hdK,600528,Kabula A Community Health Unit,Kabula  Health Centre,S1i3cmxCbgX,15912,Kabula Ward,KE_Ward_1092,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,dmtYebknWFL,701336,Mateka Community Health Unit,Lunakwe Dispensary,VGOG2ml1lCH,20156,South Bukusu Ward,KE_Ward_1089,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,d3VzaaDc7lC,701326,Musakasa B Community Health Unit,Siboti Model Health Centre,lVnCyawh28t,16124,Siboti Ward,KE_Ward_1095,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,NAWuCpE7oL0,701330,Khasolo A  Community Health Unit,Kimaeti Health centre,XbRB4QvjEBy,15947,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,cBJplukO32P,702851,Syombe C Community Health Unit,Kimaeti Health centre,XbRB4QvjEBy,15947,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,M9dOfh8eK0Q,600535,Syombe A Community Health Unit,Kimaeti Health centre,XbRB4QvjEBy,15947,Kimaeti Ward,KE_Ward_1093,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
6,tP18kgiARUy,602822,Mabusi B Community Health Unit,Nasianda Health Centre,HvI2Xv1NM4G,16075,Bumula Ward,KE_Ward_1090,Bumula Sub County,KE_SubCounty_2969,Bungoma County,KE_County_39,Kenya
